bathrooms,bedrooms2,date_posted,builder2,project,floor,furnish_status,price2,property_type2,user_type2,prop_id
1,1,20210731.0,,,Ground,Unfurnished,7500.0,Residential House,Owner,domcache_srp_56167217
2,2,20210729.0,,,2,Furnished,10000.0,Apartment,Owner,domcache_srp_20635308
3,3,20210816.0,,Mounika Heights,6,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_56445345
2,2,20210802.0,,,2,Furnished,15000.0,Residential House,Owner,domcache_srp_38833615
1,2,20210806.0,,,Upper Basement,Unfurnished,3000.0,Apartment,Owner,domcache_srp_55326849
2,2,20210730.0,,,1,Unfurnished,15000.0,Apartment,Owner,domcache_srp_54948735
2,2,20210727.0,,,,Unfurnished,12000.0,Residential House,Owner,domcache_srp_18827540
2,2,20210812.0,,,1,Unfurnished,14500.0,Apartment,Owner,domcache_srp_14987117
3,3,20210827.0,,,5,Semi-Furnished,20000.0,Builder Floor Apartment,Owner,domcache_srp_54989847
1,1,20210725.0,,,Ground,Unfurnished,9000.0,Residential House,Owner,domcache_srp_56066687
3,2,20210805.0,,,Ground,Unfurnished,10000.0,Residential House,Owner,domcache_srp_54328591
2,2,20210731.0,,,1,Semi-Furnished,15000.0,Builder Floor Apartment,Owner,domcache_srp_53463787
2,2,20210909.0,,,3,Semi-Furnished,11000.0,Builder Floor Apartment,Owner,domcache_srp_55860653
2,2,20210904.0,,,,Furnished,9500.0,Residential House,Owner,domcache_srp_55050475
3,3,20210820.0,,,3,Unfurnished,16000.0,Builder Floor Apartment,Owner,domcache_srp_55985309
2,2,20210724.0,,,2,Unfurnished,13000.0,Builder Floor Apartment,Owner,domcache_srp_56037479
3,2,20210731.0,,,3,Semi-Furnished,14500.0,Builder Floor Apartment,Owner,domcache_srp_55254005
1,1,20210810.0,,,1,Semi-Furnished,7000.0,Residential House,Owner,domcache_srp_55384313
3,3,20210822.0,,,1,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_21905633
2,3,20210819.0,,,2,Semi-Furnished,14000.0,Builder Floor Apartment,Owner,domcache_srp_55529421
2,2,20210825.0,,,1,Unfurnished,10500.0,Builder Floor Apartment,Owner,domcache_srp_46123359
1,1,20210816.0,,,2,Semi-Furnished,10000.0,Builder Floor Apartment,Owner,domcache_srp_19569895
1,1,20210831.0,,,8,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_56763135
2,2,20210729.0,,,,Unfurnished,10000.0,Residential House,Owner,domcache_srp_53802849
5,4,20210729.0,,,,Unfurnished,40000.0,Residential House,Owner,domcache_srp_56189327
1,1,20210720.0,,,,Unfurnished,3500.0,Residential House,Owner,domcache_srp_7526899
2,2,20210730.0,,,1,Semi-Furnished,8000.0,Residential House,Owner,domcache_srp_55162833
1,2,20210723.0,,,2,Unfurnished,12000.0,Builder Floor Apartment,Owner,domcache_srp_56020163
3,3,20210914.0,Rajapushpa Properties Pvt. Ltd.,Rajapushpa Atria,6,Semi-Furnished,33000.0,Apartment,Agent,domcache_srp_56998613
2,2,20210903.0,,,2,Unfurnished,20000.0,Builder Floor Apartment,Owner,domcache_srp_55186427
3,3,20210910.0,,,5,Semi-Furnished,21000.0,Apartment,Owner,domcache_srp_55872651
3,3,20210829.0,My Home Group,MY Home Rainbow,3,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_55228207
2,3,20210904.0,,,2,Semi-Furnished,35000.0,Residential House,Owner,domcache_srp_46066689
3,3,20210910.0,Rajapushpa Properties Pvt. Ltd.,Rajapushpa Regalia,15,Semi-Furnished,55000.0,Apartment,Owner,domcache_srp_54728025
2,2,20210912.0,,,2,Semi-Furnished,16000.0,Residential House,Owner,domcache_srp_56202213
1,1,20210915.0,,,2,Unfurnished,8000.0,Residential House,Owner,domcache_srp_45393081
2,3,20210826.0,,,4,Semi-Furnished,22000.0,Apartment,Owner,domcache_srp_56562357
2,2,20210918.0,,,1,Furnished,16500.0,Apartment,Agent,domcache_srp_57082949
1,1,20210918.0,,,,Unfurnished,8000.0,Residential House,Agent,domcache_srp_57081253
2,2,20210913.0,Rahul Builders and Developers,Rahul Richland,1,Semi-Furnished,18000.0,Apartment,Agent,domcache_srp_56993607
2,2,20210914.0,,,1,Unfurnished,10000.0,Apartment,Agent,domcache_srp_56999579
2,2,20210913.0,Indis,PBEL City,11,Furnished,25000.0,Apartment,Builder,domcache_srp_56986553
2,2,20210916.0,,,2,Unfurnished,15000.0,Apartment,Agent,domcache_srp_57041835
2,2,20210914.0,,,,Unfurnished,10000.0,Residential House,Agent,domcache_srp_57001523
2,2,20210916.0,,,5,Furnished,14500.0,Apartment,Agent,domcache_srp_57017781
2,2,20210913.0,,,3,Unfurnished,11000.0,Apartment,Agent,domcache_srp_56995433
3,2,20210916.0,,,,Unfurnished,30000.0,Residential House,Agent,domcache_srp_56701649
2,3,20210913.0,,Vertex Panache,Ground,Semi-Furnished,30000.0,Apartment,Owner,domcache_srp_55208647
2,3,20210919.0,Mantri Developers Pvt. Ltd.,Mantri Celestia,10,Furnished,40000.0,Apartment,Agent,domcache_srp_46977843
3,3,20210917.0,,,,Unfurnished,42000.0,Villa,Agent,domcache_srp_56983739
2,2,20210917.0,,,2,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_56007865
2,2,20210904.0,,,Ground,Semi-Furnished,18000.0,Apartment,Agent,domcache_srp_55513697
2,1,20210910.0,,,2,Semi-Furnished,10000.0,Penthouse,Owner,domcache_srp_35583943
3,3,20210911.0,,TVS Lake View,2,Unfurnished,25000.0,Apartment,Owner,domcache_srp_56157681
2,3,20210909.0,,,5,Unfurnished,18000.0,Apartment,Owner,domcache_srp_55474217
2,2,20210905.0,,,2,Semi-Furnished,10500.0,Apartment,Owner,domcache_srp_56155091
2,2,20210909.0,,,3,Furnished,15000.0,Apartment,Owner,domcache_srp_41168129
2,2,20210905.0,,,2,Unfurnished,7000.0,Residential House,Owner,domcache_srp_26470799
3,3,20210905.0,,,1,Semi-Furnished,30000.0,Apartment,Owner,domcache_srp_55790831
2,2,20210908.0,,,,Unfurnished,10000.0,Residential House,Owner,domcache_srp_54139071
2,2,20210904.0,,,,Semi-Furnished,10000.0,Residential House,Owner,domcache_srp_52485347
2,2,20210901.0,,,3,Unfurnished,13000.0,Apartment,Owner,domcache_srp_55242213
2,2,20210902.0,,,3,Unfurnished,8500.0,Apartment,Owner,domcache_srp_56053325
3,3,20210830.0,,,,Unfurnished,20000.0,Residential House,Owner,domcache_srp_35670437
1,1,20210827.0,,Vaishnavi Residency Bowenpally,6,Unfurnished,6000.0,Penthouse,Owner,domcache_srp_56666375
2,3,20210830.0,,,1,Unfurnished,10000.0,Residential House,Owner,domcache_srp_56726837
3,3,20210820.0,,,,Semi-Furnished,30000.0,Villa,Owner,domcache_srp_55530879
1,2,20210826.0,,,1,Unfurnished,13000.0,Residential House,Owner,domcache_srp_53860589
1,1,20210817.0,Legend Estates Pvt. Ltd.,Banjara Hills 2,1,Unfurnished,9500.0,Apartment,Owner,domcache_srp_53361401
3,3,20210823.0,,,2,Semi-Furnished,32000.0,Apartment,Owner,domcache_srp_56607617
2,2,20210904.0,,,3,Semi-Furnished,12000.0,Apartment,Owner,domcache_srp_55053121
2,2,20210904.0,,,Ground,Unfurnished,10500.0,Residential House,Owner,domcache_srp_55055861
2,2,20210820.0,,Sri Sai Lalitha Nilayam,2,Unfurnished,13000.0,Apartment,Owner,domcache_srp_56572441
2,1,20210826.0,,,,Semi-Furnished,4000.0,Residential House,Owner,domcache_srp_13031852
1,1,20210903.0,,,Ground,Semi-Furnished,8000.0,Apartment,Owner,domcache_srp_56778873
2,2,20210820.0,,,Ground,Semi-Furnished,6500.0,Residential House,Owner,domcache_srp_37864777
4,3,20210820.0,,Sri Sairam Sharada,2,Semi-Furnished,45000.0,Apartment,Owner,domcache_srp_45695041
1,1,20210903.0,,,,Unfurnished,5000.0,Residential House,Owner,domcache_srp_56789617
1,1,20210831.0,Jubilee Infratech Pvt. Ltd.,Jubilee Hitech,4,Furnished,17000.0,Apartment,Owner,domcache_srp_56583381
2,2,20210823.0,,,1,Unfurnished,10000.0,Apartment,Owner,domcache_srp_56621167
2,2,20210829.0,,,1,Semi-Furnished,12000.0,Residential House,Owner,domcache_srp_56679563
2,2,20210820.0,,,4,Semi-Furnished,9800.0,Apartment,Owner,domcache_srp_56577691
2,2,20210904.0,,,2,Furnished,10000.0,Apartment,Owner,domcache_srp_22124893
2,2,20210817.0,,,2,Semi-Furnished,14500.0,Apartment,Owner,domcache_srp_16404772
3,3,20210817.0,,,1,Furnished,25083.0,Apartment,Owner,domcache_srp_56516671
2,2,20210819.0,,,4,Semi-Furnished,18500.0,Apartment,Owner,domcache_srp_52039039
2,2,20210822.0,,,1,Unfurnished,8000.0,Residential House,Owner,domcache_srp_55564125
3,3,20210822.0,,Vineyard Mist,5,Furnished,22000.0,Apartment,Owner,domcache_srp_56602429
3,3,20210902.0,,,2,Semi-Furnished,35000.0,Residential House,Owner,domcache_srp_46817793
4,4,20210824.0,,Alpine Towers,1,Semi-Furnished,32717.0,Apartment,Owner,domcache_srp_56632757
2,2,20210821.0,,,4,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_54450045
2,2,20210825.0,,,1,Furnished,15000.0,Apartment,Owner,domcache_srp_56640853
1,1,20210821.0,,,,Semi-Furnished,5000.0,Apartment,Owner,domcache_srp_43803627
2,2,20210819.0,,,2,Semi-Furnished,12000.0,Residential House,Owner,domcache_srp_46778801
2,3,20210830.0,,,1,Furnished,15000.0,Builder Floor Apartment,Owner,domcache_srp_56752375
2,3,20210905.0,,,Ground,Unfurnished,11000.0,Residential House,Owner,domcache_srp_56794735
1,1,20210824.0,,,1,Semi-Furnished,5500.0,Apartment,Owner,domcache_srp_56551457
3,3,20210828.0,,,17,Semi-Furnished,95000.0,Apartment,Owner,domcache_srp_56552213
1,1,20210829.0,,,1,Unfurnished,8000.0,Residential House,Owner,domcache_srp_56658211
2,2,20210914.0,,,4,Unfurnished,15500.0,Apartment,Agent,domcache_srp_56977325
1,1,20210911.0,AP Rajivswagruha Corporation Ltd.,Aarambh Township,2,Furnished,9000.0,Apartment,Agent,domcache_srp_56962449
3,3,20210913.0,Cyber City Builders & Developers Pvt. Ltd.,Rainbow Vistas,2,Semi-Furnished,35000.0,Apartment,Agent,domcache_srp_56952223
2,2,20210916.0,,,5,Unfurnished,8500.0,Apartment,Agent,domcache_srp_56960289
3,3,20210808.0,,,2,Semi-Furnished,24500.0,Builder Floor Apartment,Owner,domcache_srp_54360377
2,2,20210817.0,,,,Unfurnished,12000.0,Residential House,Owner,domcache_srp_56425675
3,3,20210815.0,,,Ground,Furnished,20000.0,Apartment,Owner,domcache_srp_56485251
2,2,20210815.0,,,Ground,Semi-Furnished,13000.0,Residential House,Owner,domcache_srp_56489675
2,2,20210801.0,,,1,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_56240053
2,3,20210801.0,,,2,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_34717045
2,3,20210805.0,,,5,Semi-Furnished,18000.0,Apartment,Owner,domcache_srp_55345831
2,2,20210731.0,,,1,Furnished,12000.0,Apartment,Owner,domcache_srp_53494909
1,1,20210731.0,,,2,Semi-Furnished,9666.0,Apartment,Owner,domcache_srp_56215415
2,3,20210811.0,,,3,Unfurnished,11000.0,Apartment,Owner,domcache_srp_55772145
1,1,20210814.0,,,1,Unfurnished,4500.0,Residential House,Owner,domcache_srp_56406665
2,2,20210803.0,,,Ground,Semi-Furnished,14000.0,Residential House,Owner,domcache_srp_56218495
1,1,20210810.0,,,1,Unfurnished,8000.0,Residential House,Owner,domcache_srp_56363951
2,2,20210808.0,,,1,Furnished,9000.0,Apartment,Owner,domcache_srp_31477015
2,1,20210811.0,,,Ground,Semi-Furnished,8500.0,Residential House,Owner,domcache_srp_55413575
2,3,20210801.0,,,4,Unfurnished,24000.0,Apartment,Owner,domcache_srp_56213225
1,1,20210830.0,,,1,Unfurnished,8500.0,Residential House,Owner,domcache_srp_56404277
2,2,20210811.0,,,2,Semi-Furnished,12000.0,Apartment,Owner,domcache_srp_56416395
2,2,20210809.0,,,5,Unfurnished,14000.0,Apartment,Owner,domcache_srp_56366669
2,2,20210805.0,,Swathi Pooja Homes,2,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_33911387
2,2,20210804.0,,,2,Semi-Furnished,22000.0,Builder Floor Apartment,Owner,domcache_srp_56233127
2,3,20210727.0,,,2,Semi-Furnished,20000.0,Residential House,Owner,domcache_srp_52190695
1,1,20210812.0,,,3,Semi-Furnished,9000.0,Residential House,Owner,domcache_srp_26338985
2,2,20210801.0,,,1,Unfurnished,20000.0,Apartment,Owner,domcache_srp_56228121
2,2,20210804.0,,KBR AK Residency,3,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_56298271
2,2,20210801.0,,,,Unfurnished,10000.0,Residential House,Owner,domcache_srp_55666683
3,3,20210801.0,,Aashirwad Residency,4,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_54900267
5,5,20210730.0,,,,Semi-Furnished,35000.0,Villa,Owner,domcache_srp_56141739
2,2,20210811.0,,,1,Unfurnished,10000.0,Residential House,Owner,domcache_srp_55731015
2,2,20210809.0,,,3,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_32742651
3,3,20210730.0,,,Ground,Semi-Furnished,9000.0,Residential House,Owner,domcache_srp_56167245
1,1,20210731.0,,,1,Unfurnished,10000.0,Residential House,Owner,domcache_srp_56167007
3,3,20210816.0,,,Ground,Unfurnished,10000.0,Residential House,Owner,domcache_srp_56448807
1,1,20210728.0,,,,Unfurnished,5000.0,Residential House,Owner,domcache_srp_55032655
1,1,20210813.0,,,1,Unfurnished,10500.0,Apartment,Owner,domcache_srp_54877107
3,2,20210813.0,,,Ground,Unfurnished,11500.0,Apartment,Owner,domcache_srp_55443971
2,2,20210813.0,,,3,Semi-Furnished,15500.0,Builder Floor Apartment,Owner,domcache_srp_21031221
2,2,20210810.0,,,1,Unfurnished,10000.0,Apartment,Owner,domcache_srp_50263190
1,1,20210807.0,,,,Furnished,6000.0,Residential House,Owner,domcache_srp_56339715
2,2,20210731.0,,Janapriya Nagar II,2,Unfurnished,9000.0,Residential House,Owner,domcache_srp_56157987
2,3,20210802.0,,,Upper Basement,Semi-Furnished,22000.0,Residential House,Owner,domcache_srp_56242413
1,1,20210806.0,,,2,Unfurnished,9300.0,Apartment,Owner,domcache_srp_56319647
2,2,20210812.0,,,2,Semi-Furnished,14000.0,Apartment,Owner,domcache_srp_56442967
1,1,20210810.0,,,1,Unfurnished,5500.0,Residential House,Owner,domcache_srp_55404343
1,1,20210810.0,,,3,Unfurnished,8500.0,Residential House,Owner,domcache_srp_56388319
1,1,20210802.0,,,,Unfurnished,7000.0,Residential House,Owner,domcache_srp_56246247
3,3,20210806.0,,,1,Unfurnished,25000.0,Residential House,Owner,domcache_srp_56325157
2,2,20210801.0,,Splendour Apartments,7,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_56183935
2,2,20210729.0,,,1,Unfurnished,6000.0,Residential House,Owner,domcache_srp_28112143
2,2,20210803.0,,Vertex Panache,9,Semi-Furnished,26000.0,Apartment,Owner,domcache_srp_56261719
2,2,20210813.0,,,3,Semi-Furnished,12000.0,Apartment,Owner,domcache_srp_56455491
2,2,20210729.0,,,Ground,Unfurnished,9000.0,Residential House,Owner,domcache_srp_55249027
3,3,20210803.0,,,2,Semi-Furnished,25000.0,Apartment,Owner,domcache_srp_46856079
1,2,20210813.0,,Koratla Bhavan II,5,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_33034167
2,3,20210807.0,,,,Unfurnished,9500.0,Residential House,Owner,domcache_srp_55336445
2,2,20210803.0,,,Ground,Unfurnished,20000.0,Residential House,Owner,domcache_srp_56271499
2,2,20210730.0,,,3,Semi-Furnished,14000.0,Apartment,Owner,domcache_srp_21814775
3,3,20210807.0,,,3,Semi-Furnished,7000.0,Apartment,Owner,domcache_srp_14861435
3,3,20210801.0,,,,Unfurnished,10000.0,Apartment,Owner,domcache_srp_11895078
1,2,20210801.0,,,5,Semi-Furnished,9000.0,Apartment,Owner,domcache_srp_50136114
3,3,20210802.0,,,2,Semi-Furnished,30000.0,Builder Floor Apartment,Owner,domcache_srp_55502543
1,1,20210905.0,,,2,Unfurnished,5500.0,Builder Floor Apartment,Owner,domcache_srp_53105771
2,2,20210723.0,,,2,Unfurnished,15000.0,Apartment,Owner,domcache_srp_56068403
3,2,20210723.0,,,1,Semi-Furnished,9500.0,Residential House,Owner,domcache_srp_56037643
1,1,20210811.0,,Meghana Gayatri Enclave,1,Semi-Furnished,8000.0,Apartment,Owner,domcache_srp_56127793
1,1,20210811.0,,,2,Furnished,11000.0,Apartment,Owner,domcache_srp_38548533
3,3,20210726.0,,,1,Semi-Furnished,35000.0,Residential House,Owner,domcache_srp_43602819
2,2,20210821.0,,,Ground,Unfurnished,9500.0,Residential House,Owner,domcache_srp_56565423
3,3,20210722.0,Aryamitra Properties,Trillium,5,Furnished,25000.0,Apartment,Owner,domcache_srp_56041487
2,2,20210811.0,,,,Unfurnished,6000.0,Residential House,Owner,domcache_srp_17212287
2,3,20210823.0,,,2,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_54958461
2,2,20210829.0,,,3,Semi-Furnished,13000.0,Builder Floor Apartment,Owner,domcache_srp_54077997
2,3,20210814.0,,Suryadeep Residency,3,Semi-Furnished,20000.0,Apartment,Owner,domcache_srp_55774891
6,7,20210724.0,,,1,Semi-Furnished,80000.0,Residential House,Owner,domcache_srp_56037455
2,2,20210721.0,,,1,Unfurnished,10000.0,Apartment,Owner,domcache_srp_27130173
1,2,20210729.0,,,2,Semi-Furnished,9000.0,Apartment,Owner,domcache_srp_56122155
2,1,20210809.0,,,4,Semi-Furnished,12000.0,Builder Floor Apartment,Owner,domcache_srp_55256833
2,2,20210812.0,,,2,Semi-Furnished,11000.0,Builder Floor Apartment,Owner,domcache_srp_49811142
3,3,20210908.0,,,1,Furnished,20000.0,Builder Floor Apartment,Owner,domcache_srp_28550065
2,2,20210809.0,,,3,Semi-Furnished,13000.0,Builder Floor Apartment,Owner,domcache_srp_54236993
1,1,20210809.0,,,1,Semi-Furnished,6000.0,Builder Floor Apartment,Owner,domcache_srp_52399579
2,2,20210830.0,,,Ground,Unfurnished,8000.0,Residential House,Owner,domcache_srp_41347697
2,2,20210721.0,,,Ground,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_56052937
1,1,20210808.0,,,1,Semi-Furnished,5500.0,Residential House,Owner,domcache_srp_19257640
1,1,20210726.0,,,1,Semi-Furnished,7000.0,Residential House,Owner,domcache_srp_38988891
2,2,20210810.0,,,1,Semi-Furnished,12000.0,Builder Floor Apartment,Owner,domcache_srp_55045227
1,1,20210809.0,,,,Unfurnished,6000.0,Residential House,Owner,domcache_srp_54178185
2,2,20210723.0,,,,Semi-Furnished,10000.0,Residential House,Owner,domcache_srp_18818745
2,3,20210723.0,,,3,Unfurnished,13000.0,Apartment,Owner,domcache_srp_56084759
1,2,20210825.0,,,2,Unfurnished,14500.0,Builder Floor Apartment,Owner,domcache_srp_54975455
3,3,20210905.0,,,,Furnished,15000.0,Residential House,Owner,domcache_srp_56030933
2,3,20210724.0,,,3,Semi-Furnished,13000.0,Apartment,Owner,domcache_srp_22004279
1,1,20210828.0,,,3,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_34401393
2,3,20210807.0,,,,Semi-Furnished,10000.0,Residential House,Owner,domcache_srp_22456851
1,1,20210831.0,,,,Unfurnished,8500.0,Residential House,Owner,domcache_srp_56595975
2,2,20210813.0,,,,Semi-Furnished,23000.0,Residential House,Owner,domcache_srp_18678214
2,2,20210909.0,,,1,Unfurnished,10000.0,Residential House,Owner,domcache_srp_56906731
5,5,20210812.0,,,,Semi-Furnished,45000.0,Residential House,Owner,domcache_srp_49607464
2,3,20210828.0,,,,Unfurnished,12000.0,Residential House,Owner,domcache_srp_33149791
2,2,20210723.0,,,,Semi-Furnished,8500.0,Residential House,Owner,domcache_srp_56087641
2,2,20210728.0,,,,Semi-Furnished,13000.0,Residential House,Owner,domcache_srp_51536725
1,1,20210806.0,,,Ground,Semi-Furnished,9000.0,Builder Floor Apartment,Owner,domcache_srp_53583767
2,2,20210729.0,,,,Unfurnished,7000.0,Residential House,Owner,domcache_srp_27718325
3,3,20210724.0,,,1,Furnished,30000.0,Residential House,Owner,domcache_srp_56103815
1,1,20210725.0,,,3,Semi-Furnished,6500.0,Apartment,Owner,domcache_srp_55195151
1,2,20210807.0,,,,Unfurnished,14000.0,Residential House,Owner,domcache_srp_30729349
2,2,20210906.0,,,3,Unfurnished,11000.0,Builder Floor Apartment,Owner,domcache_srp_55811469
2,2,20210720.0,,Matru Sri Apartment,5,Unfurnished,14000.0,Apartment,Owner,domcache_srp_56034907
1,1,20210725.0,,,1,Semi-Furnished,8000.0,Residential House,Owner,domcache_srp_39432947
3,3,20210720.0,,,1,Semi-Furnished,15000.0,Apartment,Owner,domcache_srp_56019473
2,3,20210909.0,,,4,Unfurnished,25000.0,Apartment,Agent,domcache_srp_56937269
3,3,20210907.0,,,3,Unfurnished,15000.0,Apartment,Agent,domcache_srp_56892673
2,2,20210908.0,,,Upper Basement,Furnished,12000.0,Apartment,Agent,domcache_srp_56905109
2,2,20210906.0,,,1,Unfurnished,9000.0,Apartment,Agent,domcache_srp_56879911
3,3,20210904.0,,,3,Unfurnished,40000.0,Apartment,Agent,domcache_srp_56771875
2,3,20210829.0,,,2,Unfurnished,16000.0,Apartment,Agent,domcache_srp_56602781
3,3,20210904.0,,,1,Semi-Furnished,20000.0,Apartment,Agent,domcache_srp_56839567
2,2,20210908.0,,,1,Semi-Furnished,20000.0,Apartment,Agent,domcache_srp_56848831
2,2,20210905.0,,,2,Unfurnished,15000.0,Apartment,Agent,domcache_srp_56681007
2,2,20210904.0,,,,Semi-Furnished,15000.0,Residential House,Agent,domcache_srp_56846513
2,2,20210827.0,,,1,Furnished,21000.0,Apartment,Agent,domcache_srp_56688057
3,3,20210904.0,,Sai Kausalya Apartments,1,Furnished,35000.0,Apartment,Agent,domcache_srp_56834823
2,2,20210829.0,,,,Unfurnished,7500.0,Residential House,Agent,domcache_srp_56725509
2,2,20210817.0,,,4,Semi-Furnished,18000.0,Apartment,Agent,domcache_srp_56512585
3,3,20210826.0,,,2,Furnished,30000.0,Apartment,Agent,domcache_srp_56681175
3,3,20210827.0,,,,Unfurnished,15000.0,Apartment,Agent,domcache_srp_56701355
2,2,20210831.0,,Janapriya Apartments V,1,Unfurnished,7000.0,Apartment,Agent,domcache_srp_56753297
3,2,20210824.0,,,1,Unfurnished,12000.0,Residential House,Agent,domcache_srp_56639935
4,4,20210818.0,,,Ground,Furnished,5000.0,Apartment,Agent,domcache_srp_56542415
1,2,20210818.0,SS Infra Developers,A S Rao Nagar,,Semi-Furnished,9900.0,Residential House,Agent,domcache_srp_56537043
1,1,20210825.0,,,4,Semi-Furnished,6700.0,Apartment,Agent,domcache_srp_56655535
2,2,20210822.0,,,1,Furnished,15000.0,Apartment,Agent,domcache_srp_56604769
4,4,20210831.0,Manjeera Construction,Purple Town,,Furnished,56000.0,Villa,Agent,domcache_srp_56768877
3,3,20210814.0,,Alkapoor Township,2,Semi-Furnished,25000.0,Apartment,Agent,domcache_srp_56468709
2,2,20210809.0,,,1,Unfurnished,12000.0,Apartment,Agent,domcache_srp_56371517
2,2,20210801.0,,,1,Unfurnished,10000.0,Residential House,Agent,domcache_srp_56240085
2,2,20210731.0,Janapriya Engineers Syndicate,Janapriya Utopia II,4,Semi-Furnished,15000.0,Apartment,Builder,domcache_srp_56214615
1,1,20210731.0,,,,Unfurnished,15000.0,Residential House,Agent,domcache_srp_56217771
2,2,20210813.0,,,2,Unfurnished,14500.0,Apartment,Agent,domcache_srp_56405013
2,2,20210727.0,Prestige Estates Projects Ltd.,Prestige High Fields,11,Semi-Furnished,34000.0,Apartment,Agent,domcache_srp_56152445
3,3,20210811.0,,,2,Semi-Furnished,29000.0,Apartment,Agent,domcache_srp_56421167
2,2,20210806.0,Sri Sai Hari Hara Estates,Sri Sai Anandamai,1,Furnished,18000.0,Apartment,Agent,domcache_srp_56328241
2,2,20210812.0,,Titus Residency,1,Semi-Furnished,15000.0,Apartment,Agent,domcache_srp_56439847
2,2,20210723.0,,,4,Furnished,18000.0,Apartment,Agent,domcache_srp_56087751
2,2,20210729.0,,,Ground,Furnished,19999.0,Builder Floor Apartment,Agent,domcache_srp_56184547
2,2,20210725.0,PR Constructions,Panduranga Enclave,5,Furnished,12000.0,Apartment,Agent,domcache_srp_56110643
1,1,20210721.0,,,Ground,Unfurnished,10000.0,Residential House,Agent,domcache_srp_56052705
2,2,20210723.0,,,,Unfurnished,9000.0,Residential House,Agent,domcache_srp_56087381
2,2,20210725.0,,,2,Semi-Furnished,16500.0,Apartment,Builder,domcache_srp_56109439
2,2,20210720.0,,,1,Unfurnished,16000.0,Residential House,Agent,domcache_srp_56034737
3,2,20210906.0,,,Ground,Furnished,25000.0,Residential House,Agent,domcache_srp_56874841
3,4,20210827.0,,,,Unfurnished,25000.0,Villa,Owner,domcache_srp_55197363
2,2,20210820.0,,,1,Unfurnished,10000.0,Residential House,Owner,domcache_srp_55581029
2,2,20210903.0,Muppa Projects India Pvt. Ltd.,Muppas Green Grandeur,3,Unfurnished,20000.0,Apartment,Owner,domcache_srp_55735429
2,3,20210908.0,,,4,Unfurnished,19000.0,Apartment,Owner,domcache_srp_53057787
2,2,20210830.0,Aditya Construction Company India Pvt. Ltd.,Adityas Silicon Heights,2,Semi-Furnished,17500.0,Apartment,Owner,domcache_srp_55941881
2,2,20210908.0,,,1,Semi-Furnished,16000.0,Apartment,Owner,domcache_srp_55457745
2,2,20210918.0,,,,Unfurnished,18500.0,Residential House,Owner,domcache_srp_55394561
6,6,20210918.0,,,,Unfurnished,100000.0,Residential House,Owner,domcache_srp_55248699
2,2,20210918.0,,,1,Semi-Furnished,21000.0,Apartment,Owner,domcache_srp_12356653
2,2,20210913.0,,,1,Unfurnished,10500.0,Apartment,Owner,domcache_srp_54260319
3,3,20210919.0,,,4,Furnished,20000.0,Apartment,Owner,domcache_srp_24489091
3,3,20210915.0,My Home Constructions Pvt. Ltd.,My Home Vihanga,3,Semi-Furnished,40000.0,Apartment,Owner,domcache_srp_52912819
2,2,20210918.0,,,1,Unfurnished,10000.0,Builder Floor Apartment,Owner,domcache_srp_56022673
1,1,20210919.0,,,2,Unfurnished,6500.0,Builder Floor Apartment,Owner,domcache_srp_56037061
2,2,20210915.0,,,Ground,Unfurnished,26000.0,Residential House,Owner,domcache_srp_52334397
1,1,20210914.0,,,Ground,Unfurnished,3500.0,Residential House,Owner,domcache_srp_50536114
2,2,20210913.0,,,1,Semi-Furnished,10000.0,Apartment,Owner,domcache_srp_41751161
1,1,20210915.0,,,2,Furnished,6500.0,Builder Floor Apartment,Owner,domcache_srp_22754601
2,2,20210916.0,,,Ground,Unfurnished,7500.0,Residential House,Owner,domcache_srp_55672231
1,1,20210917.0,,,2,Unfurnished,9000.0,Builder Floor Apartment,Owner,domcache_srp_55528617
1,1,20210915.0,,,2,Unfurnished,8500.0,Residential House,Owner,domcache_srp_56340953
2,3,20210918.0,,,2,Semi-Furnished,34000.0,Apartment,Owner,domcache_srp_49062551
4,4,20210918.0,,,,Semi-Furnished,35000.0,Villa,Owner,domcache_srp_53007083
1,1,20210918.0,,,2,Unfurnished,6500.0,Builder Floor Apartment,Owner,domcache_srp_57079973
3,3,20210918.0,,,4,Semi-Furnished,14000.0,Apartment,Owner,domcache_srp_57079987
2,2,20210918.0,,,,Semi-Furnished,18000.0,Residential House,Owner,domcache_srp_57079989
